id,area,feature,user_story,expected_behaviour,code_evidence,status,automated_test_status,browser_test,initial_behaviour_status,post_fix_behaviour_status,test_result,errors,fix,last_tested_at
US-069,Dashboard Panel,Suggested Fleet Hunts,As an analyst I generate proactive VQL hunts,Suggest hunts button -> AI proposes fleet VQL from findings,companion/src/routes/caseLifecycle.ts:1170,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-070,Dashboard Panel,Confirmed Legitimate,As an analyst I mark benign items as legitimate,legitimate list; items excluded from analysis; add/remove/batch,public/js/dashboard-mcp.js,passed,passed,workflows/panelCrud.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/panelCrud.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-071,Dashboard Panel,Playbook,As an analyst I manage the response playbook,"tasks CRUD, reorder, sync, suggest-hunts; control enable/disable",public/js/dashboard-playbook.js,passed,passed,workflows/panels.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/panels.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-072,Dashboard Panel,Analyst Notebook,As an analyst I keep freeform notes,notebook entries CRUD,public/js/dashboard-notebook.js,passed,passed,workflows/panels.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/panels.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-073,Dashboard Panel,Investigation Log,As an analyst I see the audit/investigation log,capture/import actions logged chronologically,extension/src/serviceWorker.ts; extension/src/popup.ts,passed,passed,workflows/panels.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/panels.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-074,Dashboard Panel,Case Details,As an analyst I edit report metadata,case details form feeds the report title/distribution/BIA/glossary/recommendations,public/js/dashboard-report-meta.js,passed,passed,workflows/panels.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/panels.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-075,Dashboard Panel,Findings,As an analyst I review findings,"findings with confidence, MITRE, triage tags; min-confidence filter; second-opinion panel",public/js/dashboard-second-opinion.js,passed,passed,workflows/findings.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/findings.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-076,Scope,Scope filter,As an analyst I scope the analysis to relevant events,GET/POST /cases/:id/scope sets time/host/source scope; out-of-scope excluded from synthesis,public/js/dashboard-mcp.js,passed,passed,workflows/caseData.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/caseData.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-077,Enrichment,Enrich IOCs,As an analyst I enrich IOCs against threat intel,"POST /cases/:id/enrich routes IOCs to enabled providers; caches per (IOC,provider)",companion/src/analysis/aiControl.ts,passed,passed,workflows/enrichment.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/enrichment.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-078,Enrichment,Bulk enrich,As an analyst I enrich all IOCs at once,POST /cases/:id/iocs/bulk-enrich,companion/src/routes/caseLifecycle.ts:92,passed,passed,workflows/enrichment.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/enrichment.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-079,Enrichment,Enrich control,As an analyst I choose enrichment sources per case,"The analyst selects enrichment sources per case; each completed import schedules one enrichment pass, redundant queued kicks are superseded, and a running pass is allowed to finish before the deferred latest pass starts.",companion/src/enrichment/enrichControl.ts; companion/src/composition/enrichment.ts; companion/src/composition/captureAnalysis.ts,passed,passed,workflows/enrichment.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/enrichment.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-080,Enrichment,Enrich health,As an analyst I check enrichment providers,GET /enrich-health shows per-provider reachability,companion/src/enrichment/enrichControl.ts,passed,passed,workflows/enrichment.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/enrichment.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-081,Reports,Generate report,As an analyst I generate the case report,POST /cases/:id/report writes report.md (single source of truth),companion/src/routes/caseLifecycle.ts:92,passed,passed,workflows/reportExport.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/reportExport.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-082,Reports,Report files,As an analyst I download report formats,"GET /cases/:id/report/:file (md/html/docx/csv); report.docx, incident-timeline.csv, attack-layer.json, timeline.jsonl",companion/src/routes/caseLifecycle.ts:92,passed,passed,workflows/analystJourney.spec.ts workflows/reports.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/reports.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-083,Reports,Report meta,As an analyst I edit report sections,"GET/PUT /cases/:id/report-meta (title page, distribution, BIA, glossary, recommendations)",public/js/dashboard-section-order.js,passed,passed,workflows/reportExport.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/reportExport.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-084,Reports,Report templates,As an analyst I manage report templates,GET/POST/DELETE /report-templates; per-case template binding,public/js/dashboard-delete-case.js,passed,passed,workflows/reports.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/reports.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-085,Reports,Case templates,As an analyst I manage case templates,"GET/POST/DELETE /templates, /templates/:id",public/js/dashboard-delete-case.js,passed,passed,workflows/reports.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/reports.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-086,Export,STIX export,As an analyst I export the case as STIX,GET /cases/:id/export/stix,companion/src/routes/caseLifecycle.ts:92,passed,passed,workflows/exports.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/exports.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-087,Export,IOC blocklist,As an analyst I export an IOC blocklist,GET /cases/:id/export/ioc-blocklist,public/js/dashboard-ioc-blocklist.js,passed,passed,workflows/exports.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/exports.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-088,Export,Snapshot,As an analyst I export/import a case snapshot,"Superseded (issue #56): the JSON-snapshot export/import was replaced by the password-encrypted .dfircase archive — see US-128 (POST /cases/:id/export/encrypted, POST /cases/import/encrypted), which delivers this user story and is fully live-verified.",public/js/dashboard-encrypted-export.js,passed,passed,,passed,passed,"Passed full companion unit/integration suite (641 files, 9,874 tests); browser disposition documented in companion/tests/e2e/COVERAGE.md.",,,2026-08-20T18:02:57.728Z
US-089,Export,Redacted export,As an analyst I export a redacted/anonymized case,GET /cases/:id/export/redacted,public/js/dashboard-redacted-export.js,passed,passed,workflows/exports.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/exports.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-090,Integrations,IRIS push,As an analyst I push the case to DFIR-IRIS,"POST /cases/:id/push/iris; /iris/status, /iris/reconnect, /iris/cases, iris-import",companion/src/integrations/iris/irisPush.ts,passed,passed,workflows/integrations.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/integrations.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-091,Integrations,Timesketch push,As an analyst I push the timeline to Timesketch,POST /cases/:id/push/timesketch; /timesketch/status,companion/src/integrations/timesketch/timesketchPush.ts,passed,passed,workflows/integrations.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/integrations.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-092,Integrations,MISP push,As an analyst I push IOCs to MISP,POST /cases/:id/push/misp; /misp/status,companion/src/integrations/misp/mispPush.ts,passed,passed,workflows/integrations.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/integrations.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-093,Integrations,Notion push,As an analyst I push the report to Notion,POST /cases/:id/push/notion; /notion/status,companion/src/integrations/notion/notionPush.ts,passed,passed,workflows/integrations.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/integrations.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-094,Integrations,ClickUp,As an analyst I export to ClickUp,"POST /cases/:id/push/clickup; /clickup/status, clickup-export",companion/src/integrations/clickup/clickupPush.ts,passed,passed,workflows/integrations.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/integrations.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
US-095,Integrations,Push tokens,As an analyst I manage a push token,"POST /cases/:id/push-token/generate reveals the secret once; GET reports only whether it exists; DELETE revokes it; the dashboard returns to a placeholder after reload",companion/src/routes/pushNotify.ts; public/js/dashboard-push-token.js,passed,passed,workflows/integrations.spec.ts,passed,passed,Passed mapped Chromium E2E (workflows/integrations.spec.ts); full campaign passed 253/253.,,,2026-08-21T11:57:05.000Z
US-096,Notifications,Notifications,As an analyst I get notified of events,GET/POST/PUT/DELETE /notifications; /status; /test,public/js/dashboard-delete-case.js,passed,passed,workflows/analysisActions.spec.ts,passed,passed,"Passed mapped Chromium E2E (workflows/analysisActions.spec.ts); post-fix campaign passed 249/250, and its sole archive-contention case passed in isolation and in the other full campaign.",,,2026-08-20T18:02:57.728Z
